CNAE,TOTAL
"8690904","1"
"8712300","88475"
"8888888","1"
"9001901","8956"
"9001902","43766"
"9001903","1"
"9001904","1"
"9001906","19533"
"9001999","4"
"9002701","5"
"9002702","1571"
"9102302","992"
"9311500","1"
"9312300","2"
"9313100","15245"
"9319101","1"
"9329801","2"
"9329803","590"
"9329804","778"
"9329899","10881"
"9511800","108202"
"9512600","40178"
"9521500","27379"
"9529101","4661"
"9529102","16054"
"9529103","2579"
"9529104","6991"
"9529105","17822"
"9529106","3733"
"9529199","9185"
"9601701","11385"
"9601702","179"
"9601703","1464"
"9602501","798564"
"9602502","217909"
"9603303","201"
"9603304","1771"
"9603399","40"
"9609202","1419"
"9609206","21083"
"9609207","4467"
"9609208","34080"
"9609299","20664"
"9700500","156783"
